Building model ... 
AlexNet(
  (features): DataParallel(
    (module): Sequential(
      (0): Conv2d(3, 64, kernel_size=(11, 11), stride=(4, 4), padding=(2, 2))
      (1): ReLU(inplace)
      (2): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
      (3): Conv2d(64, 192, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
      (4): ReLU(inplace)
      (5): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
      (6): Conv2d(192, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (7): ReLU(inplace)
      (8): Conv2d(384, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (9): ReLU(inplace)
      (10): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
      (11): ReLU(inplace)
      (12): MaxPool2d(kernel_size=3, stride=2, padding=0, dilation=1, ceil_mode=False)
    )
  )
  (classifier): Sequential(
    (0): Dropout(p=0.5)
    (1): Linear(in_features=9216, out_features=4096, bias=True)
    (2): ReLU(inplace)
    (3): Dropout(p=0.5)
    (4): Linear(in_features=4096, out_features=4096, bias=True)
    (5): ReLU(inplace)
    (6): Linear(in_features=4096, out_features=10, bias=True)
  )
)
Model rgb_alexnet is loaded. 
Saving everything to directory ./checkpoints.
['ballet', 'break', 'flamenco', 'foxtrot', 'latin', 'quickstep', 'square', 'swing', 'tango', 'waltz']
['ballet', 'break', 'flamenco', 'foxtrot', 'latin', 'quickstep', 'square', 'swing', 'tango', 'waltz']
265470 samples found, 235710 train samples and 29760 test samples.
Epoch: [0][220/7366]	Time 0.733 (0.733)	Data 0.721 (0.719)	Loss 0.9483 (1.2416)	Prec@1 62.500 (52.574)	Prec@3 93.750 (84.417)
Epoch: [0][240/7366]	Time 0.688 (0.736)	Data 0.675 (0.722)	Loss 0.9358 (1.2197)	Prec@1 59.375 (53.281)	Prec@3 93.750 (84.971)
Epoch: [0][260/7366]	Time 0.693 (0.737)	Data 0.680 (0.724)	Loss 1.1080 (1.1945)	Prec@1 65.625 (54.358)	Prec@3 84.375 (85.429)
Epoch: [0][280/7366]	Time 0.776 (0.736)	Data 0.763 (0.723)	Loss 1.0295 (1.1717)	Prec@1 50.000 (55.216)	Prec@3 93.750 (85.965)
Epoch: [0][300/7366]	Time 0.669 (0.737)	Data 0.657 (0.724)	Loss 0.7729 (1.1484)	Prec@1 75.000 (56.011)	Prec@3 96.875 (86.472)
Epoch: [0][320/7366]	Time 0.777 (0.735)	Data 0.765 (0.722)	Loss 0.5286 (1.1321)	Prec@1 78.125 (56.669)	Prec@3 100.000 (86.877)
Epoch: [0][340/7366]	Time 0.688 (0.735)	Data 0.676 (0.722)	Loss 0.9311 (1.1194)	Prec@1 65.625 (57.093)	Prec@3 93.750 (87.188)
Epoch: [0][360/7366]	Time 0.719 (0.733)	Data 0.707 (0.720)	Loss 1.0051 (1.1058)	Prec@1 53.125 (57.505)	Prec@3 84.375 (87.405)
Epoch: [0][380/7366]	Time 0.806 (0.733)	Data 0.793 (0.720)	Loss 0.5777 (1.0897)	Prec@1 78.125 (58.161)	Prec@3 96.875 (87.738)
Epoch: [0][400/7366]	Time 0.861 (0.733)	Data 0.848 (0.720)	Loss 0.7396 (1.0750)	Prec@1 68.750 (58.681)	Prec@3 96.875 (88.046)
Epoch: [0][420/7366]	Time 0.694 (0.732)	Data 0.681 (0.719)	Loss 0.5988 (1.0583)	Prec@1 78.125 (59.286)	Prec@3 93.750 (88.331)
Epoch: [0][440/7366]	Time 0.715 (0.732)	Data 0.703 (0.719)	Loss 0.6443 (1.0443)	Prec@1 75.000 (59.871)	Prec@3 93.750 (88.627)
Epoch: [0][460/7366]	Time 0.748 (0.732)	Data 0.735 (0.719)	Loss 0.6183 (1.0302)	Prec@1 81.250 (60.371)	Prec@3 84.375 (88.835)
Epoch: [0][480/7366]	Time 0.734 (0.732)	Data 0.721 (0.719)	Loss 0.4537 (1.0177)	Prec@1 84.375 (60.811)	Prec@3 100.000 (89.046)
Epoch: [0][500/7366]	Time 0.756 (0.731)	Data 0.743 (0.718)	Loss 0.7825 (1.0076)	Prec@1 65.625 (61.203)	Prec@3 90.625 (89.290)
Epoch: [0][520/7366]	Time 0.697 (0.731)	Data 0.684 (0.718)	Loss 0.8411 (0.9975)	Prec@1 53.125 (61.498)	Prec@3 96.875 (89.521)
Epoch: [0][540/7366]	Time 0.674 (0.730)	Data 0.662 (0.717)	Loss 0.7645 (0.9878)	Prec@1 71.875 (61.876)	Prec@3 93.750 (89.678)
Epoch: [0][560/7366]	Time 0.848 (0.730)	Data 0.836 (0.717)	Loss 0.5268 (0.9763)	Prec@1 84.375 (62.277)	Prec@3 93.750 (89.890)
Epoch: [0][580/7366]	Time 0.653 (0.731)	Data 0.641 (0.718)	Loss 0.7744 (0.9650)	Prec@1 78.125 (62.704)	Prec@3 93.750 (90.087)
Epoch: [0][600/7366]	Time 0.660 (0.730)	Data 0.646 (0.718)	Loss 0.7588 (0.9560)	Prec@1 68.750 (63.015)	Prec@3 87.500 (90.240)
Epoch: [0][620/7366]	Time 0.721 (0.730)	Data 0.708 (0.717)	Loss 0.6765 (0.9462)	Prec@1 75.000 (63.310)	Prec@3 93.750 (90.383)
Epoch: [0][640/7366]	Time 0.690 (0.729)	Data 0.676 (0.716)	Loss 0.5833 (0.9382)	Prec@1 75.000 (63.646)	Prec@3 96.875 (90.557)
Epoch: [0][660/7366]	Time 0.721 (0.728)	Data 0.708 (0.715)	Loss 0.6647 (0.9287)	Prec@1 81.250 (64.003)	Prec@3 96.875 (90.715)
Epoch: [0][680/7366]	Time 0.981 (0.728)	Data 0.969 (0.716)	Loss 0.6476 (0.9212)	Prec@1 71.875 (64.248)	Prec@3 90.625 (90.854)
Epoch: [0][700/7366]	Time 0.664 (0.728)	Data 0.652 (0.715)	Loss 0.5934 (0.9135)	Prec@1 84.375 (64.542)	Prec@3 100.000 (90.982)
Epoch: [0][720/7366]	Time 0.929 (0.728)	Data 0.916 (0.715)	Loss 0.3942 (0.9046)	Prec@1 90.625 (64.884)	Prec@3 100.000 (91.106)
Epoch: [0][740/7366]	Time 0.731 (0.728)	Data 0.718 (0.715)	Loss 0.7646 (0.8976)	Prec@1 71.875 (65.119)	Prec@3 100.000 (91.228)
Epoch: [0][760/7366]	Time 0.879 (0.728)	Data 0.866 (0.715)	Loss 0.5680 (0.8909)	Prec@1 78.125 (65.436)	Prec@3 96.875 (91.335)
Epoch: [0][780/7366]	Time 0.712 (0.728)	Data 0.700 (0.715)	Loss 0.5062 (0.8847)	Prec@1 78.125 (65.677)	Prec@3 90.625 (91.437)
Epoch: [0][800/7366]	Time 0.752 (0.727)	Data 0.739 (0.715)	Loss 0.6004 (0.8788)	Prec@1 62.500 (65.871)	Prec@3 96.875 (91.550)
Epoch: [0][820/7366]	Time 0.707 (0.727)	Data 0.695 (0.714)	Loss 0.3542 (0.8713)	Prec@1 90.625 (66.173)	Prec@3 100.000 (91.645)
Epoch: [0][840/7366]	Time 0.810 (0.727)	Data 0.796 (0.714)	Loss 0.3426 (0.8659)	Prec@1 90.625 (66.368)	Prec@3 100.000 (91.766)
Epoch: [0][860/7366]	Time 0.674 (0.727)	Data 0.663 (0.714)	Loss 0.6840 (0.8598)	Prec@1 81.250 (66.609)	Prec@3 90.625 (91.877)
Epoch: [0][880/7366]	Time 0.641 (0.727)	Data 0.628 (0.714)	Loss 0.3613 (0.8521)	Prec@1 90.625 (66.895)	Prec@3 100.000 (92.019)
Epoch: [0][900/7366]	Time 0.665 (0.726)	Data 0.652 (0.713)	Loss 0.8287 (0.8458)	Prec@1 62.500 (67.089)	Prec@3 87.500 (92.106)
Epoch: [0][920/7366]	Time 0.641 (0.726)	Data 0.628 (0.713)	Loss 0.5902 (0.8401)	Prec@1 75.000 (67.338)	Prec@3 96.875 (92.206)
Epoch: [0][940/7366]	Time 0.728 (0.725)	Data 0.715 (0.713)	Loss 0.6964 (0.8348)	Prec@1 68.750 (67.561)	Prec@3 100.000 (92.305)
Epoch: [0][960/7366]	Time 0.743 (0.725)	Data 0.731 (0.712)	Loss 0.4495 (0.8307)	Prec@1 81.250 (67.732)	Prec@3 100.000 (92.391)
Epoch: [0][980/7366]	Time 0.611 (0.725)	Data 0.599 (0.712)	Loss 0.6599 (0.8254)	Prec@1 71.875 (67.925)	Prec@3 93.750 (92.460)
Epoch: [0][1000/7366]	Time 0.676 (0.724)	Data 0.664 (0.712)	Loss 0.4153 (0.8198)	Prec@1 84.375 (68.147)	Prec@3 96.875 (92.532)
Epoch: [0][1020/7366]	Time 0.770 (0.724)	Data 0.757 (0.711)	Loss 0.6437 (0.8151)	Prec@1 68.750 (68.294)	Prec@3 96.875 (92.608)
Epoch: [0][1040/7366]	Time 0.762 (0.725)	Data 0.750 (0.712)	Loss 0.6797 (0.8094)	Prec@1 75.000 (68.486)	Prec@3 90.625 (92.705)
Epoch: [0][1060/7366]	Time 0.778 (0.725)	Data 0.765 (0.712)	Loss 0.3785 (0.8041)	Prec@1 87.500 (68.688)	Prec@3 100.000 (92.790)
Epoch: [0][1080/7366]	Time 0.777 (0.725)	Data 0.765 (0.712)	Loss 0.4336 (0.7997)	Prec@1 90.625 (68.843)	Prec@3 96.875 (92.868)
Epoch: [0][1100/7366]	Time 0.697 (0.724)	Data 0.685 (0.711)	Loss 0.4167 (0.7950)	Prec@1 81.250 (69.011)	Prec@3 96.875 (92.935)
Epoch: [0][1120/7366]	Time 0.624 (0.724)	Data 0.611 (0.711)	Loss 0.2806 (0.7895)	Prec@1 87.500 (69.224)	Prec@3 100.000 (93.017)
Epoch: [0][1140/7366]	Time 0.706 (0.723)	Data 0.693 (0.711)	Loss 0.5682 (0.7848)	Prec@1 78.125 (69.385)	Prec@3 96.875 (93.090)
Epoch: [0][1160/7366]	Time 0.866 (0.723)	Data 0.853 (0.710)	Loss 0.6903 (0.7804)	Prec@1 75.000 (69.555)	Prec@3 87.500 (93.139)
Epoch: [0][1180/7366]	Time 0.779 (0.723)	Data 0.766 (0.710)	Loss 0.6090 (0.7770)	Prec@1 68.750 (69.671)	Prec@3 100.000 (93.213)
Epoch: [0][1200/7366]	Time 0.630 (0.723)	Data 0.617 (0.710)	Loss 0.5764 (0.7734)	Prec@1 75.000 (69.788)	Prec@3 96.875 (93.279)
Epoch: [0][1220/7366]	Time 0.710 (0.723)	Data 0.698 (0.710)	Loss 0.7326 (0.7705)	Prec@1 68.750 (69.902)	Prec@3 93.750 (93.343)
Epoch: [0][1240/7366]	Time 0.760 (0.722)	Data 0.747 (0.710)	Loss 0.7403 (0.7662)	Prec@1 78.125 (70.059)	Prec@3 96.875 (93.405)
Epoch: [0][1260/7366]	Time 0.761 (0.723)	Data 0.749 (0.710)	Loss 0.6405 (0.7632)	Prec@1 78.125 (70.172)	Prec@3 96.875 (93.450)
Epoch: [0][1280/7366]	Time 0.629 (0.722)	Data 0.616 (0.709)	Loss 0.4719 (0.7598)	Prec@1 84.375 (70.299)	Prec@3 100.000 (93.496)
Epoch: [0][1300/7366]	Time 0.637 (0.722)	Data 0.624 (0.709)	Loss 0.6031 (0.7553)	Prec@1 75.000 (70.472)	Prec@3 93.750 (93.560)
Epoch: [0][1320/7366]	Time 0.573 (0.721)	Data 0.560 (0.709)	Loss 0.4665 (0.7517)	Prec@1 75.000 (70.581)	Prec@3 96.875 (93.610)
Epoch: [0][1340/7366]	Time 0.773 (0.721)	Data 0.760 (0.709)	Loss 0.5178 (0.7485)	Prec@1 84.375 (70.703)	Prec@3 93.750 (93.661)
Epoch: [0][1360/7366]	Time 0.625 (0.721)	Data 0.613 (0.708)	Loss 0.5173 (0.7452)	Prec@1 78.125 (70.819)	Prec@3 96.875 (93.706)
Epoch: [0][1380/7366]	Time 0.717 (0.721)	Data 0.705 (0.709)	Loss 0.2976 (0.7413)	Prec@1 84.375 (70.954)	Prec@3 100.000 (93.773)
Epoch: [0][1400/7366]	Time 0.691 (0.721)	Data 0.679 (0.708)	Loss 0.7995 (0.7382)	Prec@1 75.000 (71.068)	Prec@3 93.750 (93.810)
Epoch: [0][1420/7366]	Time 0.672 (0.721)	Data 0.660 (0.708)	Loss 0.3224 (0.7353)	Prec@1 90.625 (71.162)	Prec@3 100.000 (93.849)
Epoch: [0][1440/7366]	Time 0.694 (0.721)	Data 0.682 (0.708)	Loss 0.5632 (0.7326)	Prec@1 78.125 (71.274)	Prec@3 93.750 (93.902)
Epoch: [0][1460/7366]	Time 0.712 (0.721)	Data 0.699 (0.708)	Loss 0.5744 (0.7296)	Prec@1 71.875 (71.394)	Prec@3 100.000 (93.955)
Epoch: [0][1480/7366]	Time 0.680 (0.720)	Data 0.668 (0.708)	Loss 0.4688 (0.7265)	Prec@1 81.250 (71.523)	Prec@3 100.000 (93.999)
Epoch: [0][1500/7366]	Time 0.707 (0.720)	Data 0.695 (0.707)	Loss 0.2615 (0.7233)	Prec@1 90.625 (71.652)	Prec@3 100.000 (94.041)
Epoch: [0][1520/7366]	Time 0.806 (0.721)	Data 0.794 (0.708)	Loss 0.2627 (0.7197)	Prec@1 93.750 (71.778)	Prec@3 100.000 (94.095)
Epoch: [0][1540/7366]	Time 0.813 (0.720)	Data 0.801 (0.707)	Loss 0.4450 (0.7166)	Prec@1 84.375 (71.891)	Prec@3 96.875 (94.145)
Epoch: [0][1560/7366]	Time 0.670 (0.720)	Data 0.659 (0.708)	Loss 0.3494 (0.7140)	Prec@1 87.500 (71.973)	Prec@3 100.000 (94.186)
Epoch: [0][1580/7366]	Time 0.662 (0.720)	Data 0.649 (0.707)	Loss 0.3436 (0.7106)	Prec@1 87.500 (72.106)	Prec@3 100.000 (94.216)
Epoch: [0][1600/7366]	Time 0.638 (0.720)	Data 0.625 (0.707)	Loss 0.4667 (0.7079)	Prec@1 81.250 (72.213)	Prec@3 96.875 (94.254)
Epoch: [0][1620/7366]	Time 0.764 (0.719)	Data 0.752 (0.707)	Loss 0.5365 (0.7050)	Prec@1 84.375 (72.336)	Prec@3 96.875 (94.292)
Epoch: [0][1640/7366]	Time 0.684 (0.719)	Data 0.670 (0.707)	Loss 0.6193 (0.7024)	Prec@1 81.250 (72.441)	Prec@3 100.000 (94.335)
Epoch: [0][1660/7366]	Time 0.803 (0.719)	Data 0.790 (0.706)	Loss 0.4575 (0.7000)	Prec@1 87.500 (72.535)	Prec@3 96.875 (94.354)
Epoch: [0][1680/7366]	Time 0.669 (0.718)	Data 0.656 (0.706)	Loss 0.4456 (0.6972)	Prec@1 81.250 (72.630)	Prec@3 90.625 (94.393)
Epoch: [0][1700/7366]	Time 0.681 (0.718)	Data 0.669 (0.706)	Loss 0.2419 (0.6938)	Prec@1 87.500 (72.762)	Prec@3 96.875 (94.435)
Epoch: [0][1720/7366]	Time 0.784 (0.718)	Data 0.772 (0.706)	Loss 0.6165 (0.6911)	Prec@1 78.125 (72.857)	Prec@3 90.625 (94.476)
Epoch: [0][1740/7366]	Time 0.658 (0.718)	Data 0.646 (0.706)	Loss 0.5536 (0.6883)	Prec@1 81.250 (72.970)	Prec@3 96.875 (94.520)
Epoch: [0][1760/7366]	Time 0.707 (0.718)	Data 0.695 (0.706)	Loss 0.4140 (0.6856)	Prec@1 81.250 (73.057)	Prec@3 96.875 (94.565)
Epoch: [0][1780/7366]	Time 0.659 (0.718)	Data 0.646 (0.705)	Loss 0.4054 (0.6830)	Prec@1 87.500 (73.161)	Prec@3 93.750 (94.592)
Epoch: [0][1800/7366]	Time 0.646 (0.718)	Data 0.633 (0.705)	Loss 0.3193 (0.6804)	Prec@1 87.500 (73.277)	Prec@3 100.000 (94.625)
Epoch: [0][1820/7366]	Time 0.628 (0.717)	Data 0.615 (0.705)	Loss 0.3759 (0.6778)	Prec@1 84.375 (73.363)	Prec@3 93.750 (94.661)
Epoch: [0][1840/7366]	Time 0.797 (0.718)	Data 0.785 (0.705)	Loss 0.1818 (0.6746)	Prec@1 96.875 (73.481)	Prec@3 100.000 (94.690)
Epoch: [0][1860/7366]	Time 0.727 (0.717)	Data 0.715 (0.705)	Loss 0.6309 (0.6726)	Prec@1 68.750 (73.559)	Prec@3 96.875 (94.721)
Epoch: [0][1880/7366]	Time 0.778 (0.718)	Data 0.765 (0.705)	Loss 0.4003 (0.6700)	Prec@1 75.000 (73.666)	Prec@3 100.000 (94.752)
Epoch: [0][1900/7366]	Time 0.683 (0.718)	Data 0.670 (0.705)	Loss 0.5457 (0.6677)	Prec@1 84.375 (73.741)	Prec@3 96.875 (94.781)
Epoch: [0][1920/7366]	Time 0.648 (0.717)	Data 0.636 (0.704)	Loss 0.4309 (0.6648)	Prec@1 78.125 (73.861)	Prec@3 96.875 (94.812)
Epoch: [0][1940/7366]	Time 0.757 (0.717)	Data 0.744 (0.704)	Loss 0.5945 (0.6624)	Prec@1 81.250 (73.960)	Prec@3 93.750 (94.837)
Epoch: [0][1960/7366]	Time 0.694 (0.717)	Data 0.681 (0.704)	Loss 0.4411 (0.6604)	Prec@1 84.375 (74.045)	Prec@3 100.000 (94.859)
Epoch: [0][1980/7366]	Time 0.643 (0.716)	Data 0.630 (0.704)	Loss 0.3553 (0.6576)	Prec@1 87.500 (74.159)	Prec@3 96.875 (94.895)
Epoch: [0][2000/7366]	Time 0.653 (0.716)	Data 0.641 (0.703)	Loss 0.2934 (0.6553)	Prec@1 93.750 (74.266)	Prec@3 100.000 (94.923)
Epoch: [0][2020/7366]	Time 0.793 (0.716)	Data 0.780 (0.703)	Loss 0.3653 (0.6528)	Prec@1 87.500 (74.360)	Prec@3 96.875 (94.958)
Epoch: [0][2040/7366]	Time 0.672 (0.716)	Data 0.659 (0.703)	Loss 0.3141 (0.6502)	Prec@1 81.250 (74.464)	Prec@3 100.000 (94.993)
Epoch: [0][2060/7366]	Time 0.697 (0.715)	Data 0.685 (0.703)	Loss 0.4675 (0.6481)	Prec@1 84.375 (74.560)	Prec@3 96.875 (95.016)
Epoch: [0][2080/7366]	Time 0.655 (0.715)	Data 0.642 (0.703)	Loss 0.4759 (0.6457)	Prec@1 84.375 (74.662)	Prec@3 96.875 (95.052)
Epoch: [0][2100/7366]	Time 0.807 (0.715)	Data 0.794 (0.703)	Loss 0.2238 (0.6434)	Prec@1 93.750 (74.750)	Prec@3 100.000 (95.083)
Epoch: [0][2120/7366]	Time 0.628 (0.715)	Data 0.615 (0.702)	Loss 0.3191 (0.6405)	Prec@1 90.625 (74.863)	Prec@3 100.000 (95.119)
Epoch: [0][2140/7366]	Time 0.645 (0.715)	Data 0.634 (0.702)	Loss 0.5792 (0.6384)	Prec@1 84.375 (74.943)	Prec@3 100.000 (95.145)
Epoch: [0][2160/7366]	Time 0.897 (0.714)	Data 0.885 (0.702)	Loss 0.3030 (0.6365)	Prec@1 93.750 (75.023)	Prec@3 100.000 (95.161)
Epoch: [0][2180/7366]	Time 0.649 (0.714)	Data 0.637 (0.702)	Loss 0.4077 (0.6348)	Prec@1 81.250 (75.090)	Prec@3 100.000 (95.177)
Epoch: [0][2200/7366]	Time 0.682 (0.714)	Data 0.669 (0.701)	Loss 0.5275 (0.6331)	Prec@1 75.000 (75.141)	Prec@3 100.000 (95.200)
Epoch: [0][2220/7366]	Time 0.672 (0.714)	Data 0.659 (0.701)	Loss 0.5260 (0.6309)	Prec@1 75.000 (75.218)	Prec@3 96.875 (95.230)
Epoch: [0][2240/7366]	Time 0.596 (0.714)	Data 0.584 (0.701)	Loss 0.2949 (0.6285)	Prec@1 84.375 (75.317)	Prec@3 100.000 (95.256)
Epoch: [0][2260/7366]	Time 0.650 (0.713)	Data 0.638 (0.701)	Loss 0.3350 (0.6269)	Prec@1 81.250 (75.359)	Prec@3 100.000 (95.280)
Epoch: [0][2280/7366]	Time 0.608 (0.713)	Data 0.596 (0.700)	Loss 0.3528 (0.6254)	Prec@1 81.250 (75.418)	Prec@3 96.875 (95.304)
Epoch: [0][2300/7366]	Time 0.659 (0.713)	Data 0.646 (0.700)	Loss 0.2321 (0.6231)	Prec@1 90.625 (75.515)	Prec@3 100.000 (95.329)
Epoch: [0][2320/7366]	Time 0.624 (0.713)	Data 0.612 (0.700)	Loss 0.3275 (0.6211)	Prec@1 84.375 (75.583)	Prec@3 96.875 (95.350)
Epoch: [0][2340/7366]	Time 0.645 (0.712)	Data 0.632 (0.700)	Loss 0.4619 (0.6191)	Prec@1 75.000 (75.655)	Prec@3 100.000 (95.376)
Epoch: [0][2360/7366]	Time 0.680 (0.712)	Data 0.668 (0.700)	Loss 0.6426 (0.6169)	Prec@1 78.125 (75.735)	Prec@3 96.875 (95.404)
Epoch: [0][2380/7366]	Time 0.784 (0.712)	Data 0.771 (0.700)	Loss 0.5562 (0.6150)	Prec@1 78.125 (75.815)	Prec@3 96.875 (95.426)
Epoch: [0][2400/7366]	Time 0.685 (0.712)	Data 0.671 (0.700)	Loss 0.4080 (0.6129)	Prec@1 84.375 (75.898)	Prec@3 96.875 (95.452)
Epoch: [0][2420/7366]	Time 0.643 (0.712)	Data 0.630 (0.699)	Loss 0.4982 (0.6114)	Prec@1 84.375 (75.950)	Prec@3 96.875 (95.473)
Epoch: [0][2440/7366]	Time 0.681 (0.712)	Data 0.669 (0.699)	Loss 0.4284 (0.6094)	Prec@1 84.375 (76.034)	Prec@3 90.625 (95.491)
Epoch: [0][2460/7366]	Time 0.653 (0.712)	Data 0.640 (0.699)	Loss 0.2082 (0.6072)	Prec@1 93.750 (76.115)	Prec@3 100.000 (95.523)
Epoch: [0][2480/7366]	Time 0.773 (0.711)	Data 0.761 (0.699)	Loss 0.3097 (0.6052)	Prec@1 90.625 (76.194)	Prec@3 100.000 (95.544)
Epoch: [0][2500/7366]	Time 0.654 (0.711)	Data 0.640 (0.699)	Loss 0.3364 (0.6033)	Prec@1 84.375 (76.253)	Prec@3 93.750 (95.568)
Epoch: [0][2520/7366]	Time 0.563 (0.711)	Data 0.550 (0.699)	Loss 0.3028 (0.6016)	Prec@1 84.375 (76.323)	Prec@3 100.000 (95.583)
Epoch: [0][2540/7366]	Time 0.693 (0.711)	Data 0.680 (0.699)	Loss 0.4228 (0.6003)	Prec@1 84.375 (76.388)	Prec@3 93.750 (95.598)
Epoch: [0][2560/7366]	Time 0.677 (0.711)	Data 0.663 (0.698)	Loss 0.4302 (0.5986)	Prec@1 84.375 (76.458)	Prec@3 100.000 (95.616)
Epoch: [0][2580/7366]	Time 0.584 (0.711)	Data 0.571 (0.698)	Loss 0.1760 (0.5963)	Prec@1 90.625 (76.544)	Prec@3 100.000 (95.644)
Epoch: [0][2600/7366]	Time 0.632 (0.711)	Data 0.620 (0.698)	Loss 0.6595 (0.5946)	Prec@1 75.000 (76.612)	Prec@3 96.875 (95.666)
Epoch: [0][2620/7366]	Time 0.863 (0.711)	Data 0.851 (0.698)	Loss 0.2517 (0.5927)	Prec@1 93.750 (76.698)	Prec@3 96.875 (95.695)
Epoch: [0][2640/7366]	Time 0.703 (0.710)	Data 0.690 (0.698)	Loss 0.4515 (0.5911)	Prec@1 87.500 (76.768)	Prec@3 96.875 (95.713)
Epoch: [0][2660/7366]	Time 0.715 (0.710)	Data 0.703 (0.698)	Loss 0.2809 (0.5896)	Prec@1 87.500 (76.836)	Prec@3 100.000 (95.734)
Epoch: [0][2680/7366]	Time 0.638 (0.710)	Data 0.625 (0.697)	Loss 0.4819 (0.5879)	Prec@1 78.125 (76.901)	Prec@3 96.875 (95.749)
Epoch: [0][2700/7366]	Time 0.726 (0.710)	Data 0.713 (0.697)	Loss 0.5757 (0.5862)	Prec@1 78.125 (76.971)	Prec@3 96.875 (95.771)
Epoch: [0][2720/7366]	Time 0.642 (0.710)	Data 0.630 (0.697)	Loss 0.4430 (0.5848)	Prec@1 78.125 (77.022)	Prec@3 100.000 (95.792)
Epoch: [0][2740/7366]	Time 0.694 (0.710)	Data 0.683 (0.697)	Loss 0.6533 (0.5833)	Prec@1 68.750 (77.076)	Prec@3 96.875 (95.810)
Epoch: [0][2760/7366]	Time 0.658 (0.710)	Data 0.646 (0.697)	Loss 0.4118 (0.5816)	Prec@1 90.625 (77.145)	Prec@3 96.875 (95.828)
